"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-UK","UPDATE-UK","CURRENT-Trustwords","UPDATE-Trustwords","CURRENT-English Fluency","UPDATE-English Fluency","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A295P5SW3N83P6","https://master-requester.mturk.com/workers/A295P5SW3N83P6","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A297YR3UROYR18","https://master-requester.mturk.com/workers/A297YR3UROYR18","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A29DIZD6CZZDZX","https://master-requester.mturk.com/workers/A29DIZD6CZZDZX","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A29O21ZWB1KN07","https://master-requester.mturk.com/workers/A29O21ZWB1KN07","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A29SRZDSUBPIOX","https://master-requester.mturk.com/workers/A29SRZDSUBPIOX","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A29SZ2R18D584W","https://master-requester.mturk.com/workers/A29SZ2R18D584W","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A29TQSAJPLXZU7","https://master-requester.mturk.com/workers/A29TQSAJPLXZU7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A29TY4SX33SV58","https://master-requester.mturk.com/workers/A29TY4SX33SV58","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A29UIKU6GHQOQP","https://master-requester.mturk.com/workers/A29UIKU6GHQOQP","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A29VL3MZE7YPBZ","https://master-requester.mturk.com/workers/A29VL3MZE7YPBZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A29ZTYM9G0U6TI","https://master-requester.mturk.com/workers/A29ZTYM9G0U6TI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2A3KSGT2S8SXB","https://master-requester.mturk.com/workers/A2A3KSGT2S8SXB","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2A9FPR7W6BU3E","https://master-requester.mturk.com/workers/A2A9FPR7W6BU3E","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2ACBNSQR1VA7M","https://master-requester.mturk.com/workers/A2ACBNSQR1VA7M","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A2AF00E0G9BZO5","https://master-requester.mturk.com/workers/A2AF00E0G9BZO5","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2AGDF3VY0L1QP","https://master-requester.mturk.com/workers/A2AGDF3VY0L1QP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2AKOFX5IZA1N7","https://master-requester.mturk.com/workers/A2AKOFX5IZA1N7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2AU2AM72MK5J6","https://master-requester.mturk.com/workers/A2AU2AM72MK5J6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2B2HQHFBYLTXU","https://master-requester.mturk.com/workers/A2B2HQHFBYLTXU","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2B3S1K6CMRP57","https://master-requester.mturk.com/workers/A2B3S1K6CMRP57","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"A2B58FOOWKNQ8H","https://master-requester.mturk.com/workers/A2B58FOOWKNQ8H","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A2B630TEBVCC7U","https://master-requester.mturk.com/workers/A2B630TEBVCC7U","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2B7SPYBPF7H8I","https://master-requester.mturk.com/workers/A2B7SPYBPF7H8I","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A2B8EAPA608JDH","https://master-requester.mturk.com/workers/A2B8EAPA608JDH","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2BCBS4PZN50JN","https://master-requester.mturk.com/workers/A2BCBS4PZN50JN","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2BIOSRZ323885","https://master-requester.mturk.com/workers/A2BIOSRZ323885","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2BNOEYZ3VRW2R","https://master-requester.mturk.com/workers/A2BNOEYZ3VRW2R","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2BRZKFG6WAVER","https://master-requester.mturk.com/workers/A2BRZKFG6WAVER","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2BV1S4F4OAALT","https://master-requester.mturk.com/workers/A2BV1S4F4OAALT","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2C4ZE5UPWRPPA","https://master-requester.mturk.com/workers/A2C4ZE5UPWRPPA","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A2C6HMH2FDM2CI","https://master-requester.mturk.com/workers/A2C6HMH2FDM2CI","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2C7A6E70NYNUI","https://master-requester.mturk.com/workers/A2C7A6E70NYNUI","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","","","1","","Never Blocked","",""
"A2C83KDE5MUZQP","https://master-requester.mturk.com/workers/A2C83KDE5MUZQP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2CB7WDJ9V6VVN","https://master-requester.mturk.com/workers/A2CB7WDJ9V6VVN","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2CJYS92WX7HN6","https://master-requester.mturk.com/workers/A2CJYS92WX7HN6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2CK0OXMPOR9LE","https://master-requester.mturk.com/workers/A2CK0OXMPOR9LE","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2CN43OJX0W3HC","https://master-requester.mturk.com/workers/A2CN43OJX0W3HC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2COKJLBXHG1FR","https://master-requester.mturk.com/workers/A2COKJLBXHG1FR","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A2CPJXQ3JKFF56","https://master-requester.mturk.com/workers/A2CPJXQ3JKFF56","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A2D0V7HDG9LVKP","https://master-requester.mturk.com/workers/A2D0V7HDG9LVKP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2D30R5ZNQS01W","https://master-requester.mturk.com/workers/A2D30R5ZNQS01W","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A2DK91OGZLWQ62","https://master-requester.mturk.com/workers/A2DK91OGZLWQ62","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2DU76P3SED4T6","https://master-requester.mturk.com/workers/A2DU76P3SED4T6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2DUVVTCCN7ZSZ","https://master-requester.mturk.com/workers/A2DUVVTCCN7ZSZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2DVV59R1CQU6T","https://master-requester.mturk.com/workers/A2DVV59R1CQU6T","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2DX9PJPZFJ2WW","https://master-requester.mturk.com/workers/A2DX9PJPZFJ2WW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A2E0FXGCTC4U3F","https://master-requester.mturk.com/workers/A2E0FXGCTC4U3F","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2E1GWCDFUAZA3","https://master-requester.mturk.com/workers/A2E1GWCDFUAZA3","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2E2UARVOVDR9Y","https://master-requester.mturk.com/workers/A2E2UARVOVDR9Y","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A2ECDH3FKEZIGJ","https://master-requester.mturk.com/workers/A2ECDH3FKEZIGJ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2EKR2ZFO10VMV","https://master-requester.mturk.com/workers/A2EKR2ZFO10VMV","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A2EOOF9D135HQ1","https://master-requester.mturk.com/workers/A2EOOF9D135HQ1","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A2EPDOPTVCNKQX","https://master-requester.mturk.com/workers/A2EPDOPTVCNKQX","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2F5AZQ55LXHKT","https://master-requester.mturk.com/workers/A2F5AZQ55LXHKT","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A2FA3YF4X1H4V2","https://master-requester.mturk.com/workers/A2FA3YF4X1H4V2","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2FB9PX5DIEN61","https://master-requester.mturk.com/workers/A2FB9PX5DIEN61","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A2FRCE73Q0RNYJ","https://master-requester.mturk.com/workers/A2FRCE73Q0RNYJ","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A2GHWXTC6OJYQ5","https://master-requester.mturk.com/workers/A2GHWXTC6OJYQ5","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A2GKX7OV3D8A3T","https://master-requester.mturk.com/workers/A2GKX7OV3D8A3T","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2GMCWY993EEYE","https://master-requester.mturk.com/workers/A2GMCWY993EEYE","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2GNG7DWHQA6ZZ","https://master-requester.mturk.com/workers/A2GNG7DWHQA6ZZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2GO2OXS4VM1PR","https://master-requester.mturk.com/workers/A2GO2OXS4VM1PR","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A2GV9WSNSPX53","https://master-requester.mturk.com/workers/A2GV9WSNSPX53","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2GW982DFHVO32","https://master-requester.mturk.com/workers/A2GW982DFHVO32","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2H9GCED75EGNT","https://master-requester.mturk.com/workers/A2H9GCED75EGNT","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2HA7R3TR3TR1A","https://master-requester.mturk.com/workers/A2HA7R3TR3TR1A","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A2HC04434S9TP0","https://master-requester.mturk.com/workers/A2HC04434S9TP0","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"A2HQQOS5KTIJG8","https://master-requester.mturk.com/workers/A2HQQOS5KTIJG8","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2HYHBSZ3WAG36","https://master-requester.mturk.com/workers/A2HYHBSZ3WAG36","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2IAPSVP9CMXWY","https://master-requester.mturk.com/workers/A2IAPSVP9CMXWY","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2IBTYRQIZX1N6","https://master-requester.mturk.com/workers/A2IBTYRQIZX1N6","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2IC2PVR57RY5C","https://master-requester.mturk.com/workers/A2IC2PVR57RY5C","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2IQ0QCTQ3KWLT","https://master-requester.mturk.com/workers/A2IQ0QCTQ3KWLT","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2IQFNKKQ4VU1U","https://master-requester.mturk.com/workers/A2IQFNKKQ4VU1U","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2IUT0610X9CV0","https://master-requester.mturk.com/workers/A2IUT0610X9CV0","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2IYY9B5L91E2J","https://master-requester.mturk.com/workers/A2IYY9B5L91E2J","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2J2XDQOGA336R","https://master-requester.mturk.com/workers/A2J2XDQOGA336R","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2J4D18V81TSAD","https://master-requester.mturk.com/workers/A2J4D18V81TSAD","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A2J6S7QR4CGXTW","https://master-requester.mturk.com/workers/A2J6S7QR4CGXTW","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A2JJ3531QBNT5K","https://master-requester.mturk.com/workers/A2JJ3531QBNT5K","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2JLS8VHLTWVP8","https://master-requester.mturk.com/workers/A2JLS8VHLTWVP8","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2JM1IVEZCXX3U","https://master-requester.mturk.com/workers/A2JM1IVEZCXX3U","2","1","50.00%","2","1","50.00%","2","1","50.00%","","","","","1","","Never Blocked","",""
"A2JNXRN8RO566Q","https://master-requester.mturk.com/workers/A2JNXRN8RO566Q","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2JP8W265WCC35","https://master-requester.mturk.com/workers/A2JP8W265WCC35","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2JTV44ZIGMS5D","https://master-requester.mturk.com/workers/A2JTV44ZIGMS5D","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2JZT1SP5F3PR1","https://master-requester.mturk.com/workers/A2JZT1SP5F3PR1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2K0JQDTZ0DAE1","https://master-requester.mturk.com/workers/A2K0JQDTZ0DAE1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2K6QV9HRJ4V7B","https://master-requester.mturk.com/workers/A2K6QV9HRJ4V7B","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2K8YROH6FK1J7","https://master-requester.mturk.com/workers/A2K8YROH6FK1J7","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2KDLOJK1FWPC","https://master-requester.mturk.com/workers/A2KDLOJK1FWPC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2KLUB9HK082CY","https://master-requester.mturk.com/workers/A2KLUB9HK082CY","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2KOVSTZGWSVYC","https://master-requester.mturk.com/workers/A2KOVSTZGWSVYC","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2KQLLEA8WMRBL","https://master-requester.mturk.com/workers/A2KQLLEA8WMRBL","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2KSC4ROE0ZCKI","https://master-requester.mturk.com/workers/A2KSC4ROE0ZCKI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2KYLHBVN9KOBV","https://master-requester.mturk.com/workers/A2KYLHBVN9KOBV","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A2KZDRVM4ELXEM","https://master-requester.mturk.com/workers/A2KZDRVM4ELXEM","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2L7S6RZOZ6NM9","https://master-requester.mturk.com/workers/A2L7S6RZOZ6NM9","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2L8BI5CRPR5WP","https://master-requester.mturk.com/workers/A2L8BI5CRPR5WP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2L9ROJU8ONP4V","https://master-requester.mturk.com/workers/A2L9ROJU8ONP4V","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A2LA3UA7GA8BLH","https://master-requester.mturk.com/workers/A2LA3UA7GA8BLH","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2LAE3OM5OQ0WF","https://master-requester.mturk.com/workers/A2LAE3OM5OQ0WF","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2LB31IQ0W75D7","https://master-requester.mturk.com/workers/A2LB31IQ0W75D7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2LCFORIW0NF1S","https://master-requester.mturk.com/workers/A2LCFORIW0NF1S","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2LE8VTSBGZ70X","https://master-requester.mturk.com/workers/A2LE8VTSBGZ70X","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2LEY4X3LD8G26","https://master-requester.mturk.com/workers/A2LEY4X3LD8G26","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2LFM01A16YPKG","https://master-requester.mturk.com/workers/A2LFM01A16YPKG","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2LFTKO7M656M0","https://master-requester.mturk.com/workers/A2LFTKO7M656M0","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"A2LJ5WDE55Z4MT","https://master-requester.mturk.com/workers/A2LJ5WDE55Z4MT","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
